LOCP_CHV_IDE;LOCP_COD_USUARIO;LOCP_DAT_INCLUSAO;LOCP_DSC_OPERACAO;LOCP_COD_SISTEMA;LOCP_NOM_TABELA;LOCP_CHV_IDE_TABELA;LOCP_TXT_REGISTRADO;LOCP_COD_CASO_USO;LOCP_COD_NIVEL;LOCP_END_IP_REQ
255335;Cliente_15;19/02/2018 15:45;Envio de Email do SCP;ABC;;;Notificação da OV '0210050139' foi enviada para o email 'XXXXXXXXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;unknow
255334;Cliente_15;19/02/2018 15:45;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;79-0210050139-A-Verificação dinâmica de crédito: limite de crédito foi excedido 17.582,34 BRL;ENVIAR PEDIDO;900;unknow
255333;Cliente_15;19/02/2018 15:45;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;79-0210050139-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;unknow
255332;Cliente_15;19/02/2018 15:45;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;79-0210050139-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;unknow
255331;Cliente_15;19/02/2018 15:45;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;79-0210050139-S-Venda Produtos 210050139 foi gravado(a);ENVIAR PEDIDO;900;unknow
255330;Cliente_15;19/02/2018 15:45;79-INCLUSAO-Fim chamada Ws-client -> Process Server - 3.370 (ms) de duração;ABC;;;Tip=null|Num=0210050139|Orig=12||Ems=000000Cliente_15|Rec=000000Cliente_15|DtE=20/02/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001002079|Qtd=10|DtE=20/02/2018|Bas=5266|Prz=ZM20|Mod=Z02|Ctr=null|Amo=|B2B=123456/10#;ENVIAR PEDIDO;800;unknow
255336;Cliente_15;19/02/2018 15:47;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1002079|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255338;Cliente_15;19/02/2018 15:53;Atenção! Ordem de venda semelhante encontrada.;ABC;;;Ems=Cliente_15|Rec=Cliente_15|OVs=0210050139;ENVIAR PEDIDO;800;unknow
255339;Cliente_15;19/02/2018 15:53;81-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12|ConfirmadaOVsemelhante|Ems=000000Cliente_15|Rec=000000Cliente_15|DtE=20/02/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001002079|Qtd=10|DtE=20/02/2018|Bas=5266|Prz=ZM20|Mod=Z02|Ctr=null|Amo=|B2B=123456/10#;ENVIAR PEDIDO;800;unknow
255341;Cliente_15;19/02/2018 15:53;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;81-0210050140-S-Venda Produtos 210050140 foi gravado(a);ENVIAR PEDIDO;900;unknow
255342;Cliente_15;19/02/2018 15:53;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;81-0210050140-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;unknow
255345;Cliente_15;19/02/2018 15:53;Envio de Email do SCP;ABC;;;Notificação da OV '0210050140' foi enviada para o email 'XXXXXXXXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;unknow
255344;Cliente_15;19/02/2018 15:53;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;81-0210050140-A-Verificação dinâmica de crédito: limite de crédito foi excedido 17.582,34 BRL;ENVIAR PEDIDO;900;unknow
255343;Cliente_15;19/02/2018 15:53;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;81-0210050140-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;unknow
255340;Cliente_15;19/02/2018 15:53;81-INCLUSAO-Fim chamada Ws-client -> Process Server - 2.603 (ms) de duração;ABC;;;Tip=null|Num=0210050140|Orig=12|ConfirmadaOVsemelhante|Ems=000000Cliente_15|Rec=000000Cliente_15|DtE=20/02/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001002079|Qtd=10|DtE=20/02/2018|Bas=5266|Prz=ZM20|Mod=Z02|Ctr=null|Amo=|B2B=123456/10#;ENVIAR PEDIDO;800;unknow
255348;Cliente_15;19/02/2018 16:00;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000316|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255347;Cliente_15;19/02/2018 16:00;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000314|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255346;Cliente_15;19/02/2018 16:00;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000250|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255349;Cliente_15;19/02/2018 16:00;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001939|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255350;Cliente_15;19/02/2018 16:00;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001976|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255351;Cliente_15;19/02/2018 16:00;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001917|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255352;Cliente_15;19/02/2018 16:00;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000318|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255353;Cliente_15;19/02/2018 16:00;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000303|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255354;Cliente_15;19/02/2018 16:01;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001976|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255355;Cliente_15;19/02/2018 16:01;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000303|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255358;Cliente_15;19/02/2018 16:01;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000314|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255357;Cliente_15;19/02/2018 16:01;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000250|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255356;Cliente_15;19/02/2018 16:01;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001917|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255359;Cliente_15;19/02/2018 16:01;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000318|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255361;Cliente_15;19/02/2018 16:01;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001939|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255360;Cliente_15;19/02/2018 16:01;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000316|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255362;Cliente_15;19/02/2018 16:01;82-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12||Ems=000000Cliente_15|Rec=000000Cliente_15|DtE=20/02/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001002333|Qtd=1|DtE=20/02/2018|Bas=5266|Prz=ZM01|Mod=Z02|Ctr=null|Amo=|B2B=123453/10#;ENVIAR PEDIDO;800;unknow
255364;Cliente_15;19/02/2018 16:01;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;82-0210050141-S-Venda Produtos 210050141 foi gravado(a);ENVIAR PEDIDO;900;unknow
255365;Cliente_15;19/02/2018 16:01;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;82-0210050141-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;unknow
255366;Cliente_15;19/02/2018 16:01;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;82-0210050141-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;unknow
255363;Cliente_15;19/02/2018 16:01;82-INCLUSAO-Fim chamada Ws-client -> Process Server - 2.695 (ms) de duração;ABC;;;Tip=null|Num=0210050141|Orig=12||Ems=000000Cliente_15|Rec=000000Cliente_15|DtE=20/02/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001002333|Qtd=1|DtE=20/02/2018|Bas=5266|Prz=ZM01|Mod=Z02|Ctr=null|Amo=|B2B=123453/10#;ENVIAR PEDIDO;800;unknow
255367;Cliente_15;19/02/2018 16:01;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;82-0210050141-A-Verificação dinâmica de crédito: limite de crédito foi excedido 17.582,34 BRL;ENVIAR PEDIDO;900;unknow
255370;Cliente_15;19/02/2018 16:01;Envio de Email do SCP;ABC;;;Notificação da OV '0210050141' foi enviada para o email ' XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;unknow
255368;Cliente_15;19/02/2018 16:01;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;82-0210050141-A-Solicitação de Liberação de OV nº 989 foi disparada com sucesso;ENVIAR PEDIDO;900;unknow
255369;Cliente_15;19/02/2018 16:01;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;82-0210050141-A-Item 10 - 01.002.333 - XXXXXX ATF - TB 200 Lé infe;ENVIAR PEDIDO;900;unknow
255371;Cliente_15;19/02/2018 16:03;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1002333|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255372;Cliente_15;19/02/2018 16:07;83-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12||Ems=000000Cliente_15|Rec=000000Cliente_15|DtE=20/02/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001002333|Qtd=10|DtE=20/02/2018|Bas=5266|Prz=ZM01|Mod=Z02|Ctr=null|Amo=|B2B=123456/10#;ENVIAR PEDIDO;800;unknow
255377;Cliente_15;19/02/2018 16:07;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;83-0210050142-A-Verificação dinâmica de crédito: limite de crédito foi excedido 17.582,34 BRL;ENVIAR PEDIDO;900;unknow
255378;Cliente_15;19/02/2018 16:07;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;83-0210050142-A-Solicitação de Liberação de OV nº 990 foi disparada com sucesso;ENVIAR PEDIDO;900;unknow
255379;Cliente_15;19/02/2018 16:07;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;83-0210050142-A-Item 10 - 01.002.333 - XXXXXX ATF - TB 200 Lé infe;ENVIAR PEDIDO;900;unknow
255380;Cliente_15;19/02/2018 16:07;Envio de Email do SCP;ABC;;;Notificação da OV '0210050142' foi enviada para o email 'XXXXXXXXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;unknow
255373;Cliente_15;19/02/2018 16:07;83-INCLUSAO-Fim chamada Ws-client -> Process Server - 2.933 (ms) de duração;ABC;;;Tip=null|Num=0210050142|Orig=12||Ems=000000Cliente_15|Rec=000000Cliente_15|DtE=20/02/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001002333|Qtd=10|DtE=20/02/2018|Bas=5266|Prz=ZM01|Mod=Z02|Ctr=null|Amo=|B2B=123456/10#;ENVIAR PEDIDO;800;unknow
255374;Cliente_15;19/02/2018 16:07;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;83-0210050142-S-Venda Produtos 210050142 foi gravado(a);ENVIAR PEDIDO;900;unknow
255375;Cliente_15;19/02/2018 16:07;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;83-0210050142-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;unknow
255376;Cliente_15;19/02/2018 16:07;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;83-0210050142-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;unknow
255381;Cliente_15;19/02/2018 16:31;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000250|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255383;Cliente_15;19/02/2018 16:31;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000316|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255382;Cliente_15;19/02/2018 16:31;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000314|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255384;Cliente_15;19/02/2018 16:31;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001939|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255385;Cliente_15;19/02/2018 16:31;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001976|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255386;Cliente_15;19/02/2018 16:31;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001917|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255387;Cliente_15;19/02/2018 16:31;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000318|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255388;Cliente_15;19/02/2018 16:31;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000303|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255389;Cliente_15;19/02/2018 16:36;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001976|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255390;Cliente_15;19/02/2018 16:36;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001917|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255391;Cliente_15;19/02/2018 16:36;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000250|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255395;Cliente_15;19/02/2018 16:36;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001939|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255393;Cliente_15;19/02/2018 16:36;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000318|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255394;Cliente_15;19/02/2018 16:36;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000316|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255392;Cliente_15;19/02/2018 16:36;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000314|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255396;Cliente_15;19/02/2018 16:37;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001976|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255398;Cliente_15;19/02/2018 16:37;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000250|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255402;Cliente_15;19/02/2018 16:37;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001939|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255400;Cliente_15;19/02/2018 16:37;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000318|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255401;Cliente_15;19/02/2018 16:37;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000316|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255397;Cliente_15;19/02/2018 16:37;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1001917|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255399;Cliente_15;19/02/2018 16:37;Não foi possível precificar o produto.;ABC;;;[Cliente_15|Cliente_15|Z700|2018-02-20|1000314|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255403;Cliente_15;19/02/2018 16:38;84-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12||Ems=000000Cliente_15|Rec=000000Cliente_15|DtE=20/02/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000303|Qtd=10|DtE=20/02/2018|Bas=5266|Prz=Z028|Mod=Z02|Ctr=null|Amo=|B2B=123456/10#;ENVIAR PEDIDO;800;unknow
255405;Cliente_15;19/02/2018 16:38;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;84-0210050143-S-Venda Produtos 210050143 foi gravado(a);ENVIAR PEDIDO;900;unknow
255406;Cliente_15;19/02/2018 16:38;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;84-0210050143-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;unknow
255404;Cliente_15;19/02/2018 16:38;84-INCLUSAO-Fim chamada Ws-client -> Process Server - 2.956 (ms) de duração;ABC;;;Tip=null|Num=0210050143|Orig=12||Ems=000000Cliente_15|Rec=000000Cliente_15|DtE=20/02/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000303|Qtd=10|DtE=20/02/2018|Bas=5266|Prz=Z028|Mod=Z02|Ctr=null|Amo=|B2B=123456/10#;ENVIAR PEDIDO;800;unknow
255407;Cliente_15;19/02/2018 16:38;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;84-0210050143-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;unknow
255408;Cliente_15;19/02/2018 16:38;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;84-0210050143-A-Verificação dinâmica de crédito: limite de crédito foi excedido 17.582,34 BRL;ENVIAR PEDIDO;900;unknow
255409;Cliente_15;19/02/2018 16:38;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;84-0210050143-A-Solicitação de Liberação de OV nº 991 foi disparada com sucesso;ENVIAR PEDIDO;900;unknow
255410;Cliente_15;19/02/2018 16:38;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;84-0210050143-A-Item 10 - 01.000.303 - XXXXXX CARGA PESADA-30 - TB;ENVIAR PEDIDO;900;unknow
255411;Cliente_15;19/02/2018 16:38;Envio de Email do SCP;ABC;;;Notificação da OV '0210050143' foi enviada para o email 'XXXXXXXXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;unknow
255412;Cliente_40;19/02/2018 16:47;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000250|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255414;Cliente_40;19/02/2018 16:47;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000316|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255415;Cliente_40;19/02/2018 16:47;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1001939|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255413;Cliente_40;19/02/2018 16:47;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000314|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255416;Cliente_40;19/02/2018 16:47;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1001917|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255418;Cliente_40;19/02/2018 16:47;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000228|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255417;Cliente_40;19/02/2018 16:47;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000318|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255419;Cliente_40;19/02/2018 16:47;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000345|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255426;Cliente_40;19/02/2018 16:56;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1001939|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255425;Cliente_40;19/02/2018 16:56;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000316|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255424;Cliente_40;19/02/2018 16:56;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000318|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255423;Cliente_40;19/02/2018 16:56;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000314|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255422;Cliente_40;19/02/2018 16:56;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000250|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255421;Cliente_40;19/02/2018 16:56;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000345|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255420;Cliente_40;19/02/2018 16:56;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1001917|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255432;Cliente_40;19/02/2018 16:56;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000316|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255433;Cliente_40;19/02/2018 16:56;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1001939|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255431;Cliente_40;19/02/2018 16:56;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000318|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255430;Cliente_40;19/02/2018 16:56;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000314|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255429;Cliente_40;19/02/2018 16:56;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000250|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255428;Cliente_40;19/02/2018 16:56;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000345|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255427;Cliente_40;19/02/2018 16:56;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1001917|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255434;Cliente_40;19/02/2018 16:56;85-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12||Ems=00000Cliente_40|Rec=00000Cliente_40|DtE=20/02/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000228|Qtd=15|DtE=20/02/2018|Bas=5266|Prz=ZM20|Mod=Z02|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
255436;Cliente_40;19/02/2018 16:56;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;85-0210050144-S-Venda Produtos 210050144 foi gravado(a);ENVIAR PEDIDO;900;unknow
255437;Cliente_40;19/02/2018 16:56;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;85-0210050144-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;unknow
255441;Cliente_40;19/02/2018 16:56;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;85-0210050144-A-Item 10 - 01.000.228 - XXXXXXXXXXXXXXXX;ENVIAR PEDIDO;900;unknow
255439;Cliente_40;19/02/2018 16:56;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;85-0210050144-A-Verificação dinâmica de crédito: limite de crédito foi excedido 171.192,61 BRL;ENVIAR PEDIDO;900;unknow
255440;Cliente_40;19/02/2018 16:56;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;85-0210050144-A-Solicitação de Liberação de OV nº 992 foi disparada com sucesso;ENVIAR PEDIDO;900;unknow
255442;Cliente_40;19/02/2018 16:56;Envio de Email do SCP;ABC;;;Notificação da OV '0210050144' foi enviada para o email 'XXXXXXXXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;unknow
255435;Cliente_40;19/02/2018 16:56;85-INCLUSAO-Fim chamada Ws-client -> Process Server - 3.181 (ms) de duração;ABC;;;Tip=null|Num=0210050144|Orig=12||Ems=00000Cliente_40|Rec=00000Cliente_40|DtE=20/02/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000228|Qtd=15|DtE=20/02/2018|Bas=5266|Prz=ZM20|Mod=Z02|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
255438;Cliente_40;19/02/2018 16:56;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;85-0210050144-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;unknow
255443;Cliente_40;19/02/2018 16:59;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000250|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255444;Cliente_40;19/02/2018 16:59;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000314|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255445;Cliente_40;19/02/2018 16:59;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1000316|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
255446;Cliente_40;19/02/2018 16:59;Não foi possível precificar o produto.;ABC;;;[Cliente_40|Cliente_40|Z700|2018-02-20|1001939|1.000||CIF|5266|-|Item sem negociação vigente];PRECIFICAR;900;unknow
