LOCP_CHV_IDE;LOCP_COD_USUARIO;LOCP_DAT_INCLUSAO;LOCP_DSC_OPERACAO;LOCP_COD_SISTEMA;LOCP_NOM_TABELA;LOCP_CHV_IDE_TABELA;LOCP_TXT_REGISTRADO;LOCP_COD_CASO_USO;LOCP_COD_NIVEL;LOCP_END_IP_REQ
257646;Cliente_39;06/03/2018 10:47;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;50-0210050341-A-Verificação dinâmica de crédito: limite de crédito foi excedido 319.353,73 BRL;ENVIAR PEDIDO;900;unknow
257645;Cliente_39;06/03/2018 10:47;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;50-0210050341-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;unknow
257644;Cliente_39;06/03/2018 10:47;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;50-0210050341-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;unknow
257643;Cliente_39;06/03/2018 10:47;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;50-0210050341-S-Venda Produtos 210050341 foi gravado(a);ENVIAR PEDIDO;900;unknow
257642;Cliente_39;06/03/2018 10:47;50-INCLUSAO-Fim chamada Ws-client -> Process Server - 6.169 (ms) de duração;ABC;;;Tip=null|Num=0210050341|Orig=12|ConfirmadaOVsemelhante|Ems=00000Cliente_39|Rec=00000Cliente_39|DtE=07/03/2018|TOV=Z700|Its=2#Pos=10#Prd=000000000001000088|Qtd=45000|DtE=07/03/2018|Bas=5059|Prz=Z001|Mod=Z02|Ctr=null|Amo=|B2B=/##Pos=20#Prd=000000000001000078|Qtd=45000|DtE=07/03/2018|Bas=5059|Prz=Z009|Mod=Z02|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257649;Cliente_39;06/03/2018 10:49;51-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12||Ems=00000Cliente_39|Rec=00000Cliente_39|DtE=07/03/2018|TOV=Z700|Its=2#Pos=10#Prd=000000000001000088|Qtd=45000|DtE=07/03/2018|Bas=5059|Prz=Z001|Mod=Z02|Ctr=null|Amo=|B2B=/##Pos=20#Prd=000000000001000078|Qtd=45000|DtE=07/03/2018|Bas=5059|Prz=Z009|Mod=Z02|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257653;Cliente_39;06/03/2018 10:49;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;51-0210050342-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;unknow
257654;Cliente_39;06/03/2018 10:49;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;51-0210050342-A-Verificação dinâmica de crédito: limite de crédito foi excedido 319.353,73 BRL;ENVIAR PEDIDO;900;unknow
257655;Cliente_39;06/03/2018 10:49;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;51-0210050342-A-Item 10 - 01.000.088 - XXXXXX;ENVIAR PEDIDO;900;unknow
257652;Cliente_39;06/03/2018 10:49;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;51-0210050342-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;unknow
257651;Cliente_39;06/03/2018 10:49;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;51-0210050342-S-Venda Produtos 210050342 foi gravado(a);ENVIAR PEDIDO;900;unknow
257650;Cliente_39;06/03/2018 10:49;51-INCLUSAO-Fim chamada Ws-client -> Process Server - 6.211 (ms) de duração;ABC;;;Tip=null|Num=0210050342|Orig=12||Ems=00000Cliente_39|Rec=00000Cliente_39|DtE=07/03/2018|TOV=Z700|Its=2#Pos=10#Prd=000000000001000088|Qtd=45000|DtE=07/03/2018|Bas=5059|Prz=Z001|Mod=Z02|Ctr=null|Amo=|B2B=/##Pos=20#Prd=000000000001000078|Qtd=45000|DtE=07/03/2018|Bas=5059|Prz=Z009|Mod=Z02|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257656;Cliente_39;06/03/2018 10:49;Envio de Email do SCP;ABC;;;Notificação da OV '0210050342' foi enviada para o email 'XXXXXXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;unknow
257657;Cliente_39;06/03/2018 10:52;52-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12||Ems=00000Cliente_39|Rec=00000Cliente_39|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000088|Qtd=150000|DtE=07/03/2018|Bas=5059|Prz=Z001|Mod=Z02|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257662;Cliente_39;06/03/2018 10:52;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;52-0210050343-A-Verificação dinâmica de crédito: limite de crédito foi excedido 545.669,23 BRL;ENVIAR PEDIDO;900;172.30.20.243
257661;Cliente_39;06/03/2018 10:52;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;52-0210050343-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;172.30.20.243
257664;Cliente_39;06/03/2018 10:52;Envio de Email do SCP;ABC;;;Notificação da OV '0210050343' foi enviada para o email 'XXXXXXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;172.30.20.243
257658;Cliente_39;06/03/2018 10:52;52-INCLUSAO-Fim chamada Ws-client -> Process Server - 3.628 (ms) de duração;ABC;;;Tip=null|Num=0210050343|Orig=12||Ems=00000Cliente_39|Rec=00000Cliente_39|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000088|Qtd=150000|DtE=07/03/2018|Bas=5059|Prz=Z001|Mod=Z02|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257659;Cliente_39;06/03/2018 10:52;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;52-0210050343-S-Venda Produtos 210050343 foi gravado(a);ENVIAR PEDIDO;900;172.30.20.243
257660;Cliente_39;06/03/2018 10:52;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;52-0210050343-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;172.30.20.243
257663;Cliente_39;06/03/2018 10:52;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;52-0210050343-A-Item 10 - 01.000.088 - XXXXXX;ENVIAR PEDIDO;900;172.30.20.243
257665;Cliente_39;06/03/2018 10:53;53-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12||Ems=00000Cliente_39|Rec=00000Cliente_39|DtE=07/03/2018|TOV=Z700|Its=2#Pos=10#Prd=000000000001000088|Qtd=500000|DtE=07/03/2018|Bas=5059|Prz=Z001|Mod=Z02|Ctr=null|Amo=|B2B=/##Pos=20#Prd=000000000001000078|Qtd=0|DtE=07/03/2018|Bas=5059|Prz=Z009|Mod=Z02|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257672;Cliente_39;06/03/2018 10:53;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;53-A-Documento de vendas e distrib.ainda incompleto -> completar;ENVIAR PEDIDO;900;172.30.20.243
257671;Cliente_39;06/03/2018 10:53;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;53-E-O doc.vendas não será modificado;ENVIAR PEDIDO;900;172.30.20.243
257669;Cliente_39;06/03/2018 10:53;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;53-E-Entrar quantidade desejada de remessa;ENVIAR PEDIDO;900;172.30.20.243
257670;Cliente_39;06/03/2018 10:53;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;53-E-Erro em VBAPKOM 000200;ENVIAR PEDIDO;900;172.30.20.243
257666;Cliente_39;06/03/2018 10:53;53-INCLUSAO-Fim chamada Ws-client -> Process Server - 867 (ms) de duração;ABC;;;Tip=null|Num=null|Orig=12||Ems=00000Cliente_39|Rec=00000Cliente_39|DtE=07/03/2018|TOV=Z700|Its=2#Pos=10#Prd=000000000001000088|Qtd=500000|DtE=07/03/2018|Bas=5059|Prz=Z001|Mod=Z02|Ctr=null|Amo=|B2B=/##Pos=20#Prd=000000000001000078|Qtd=0|DtE=07/03/2018|Bas=5059|Prz=Z009|Mod=Z02|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257667;Cliente_39;06/03/2018 10:53;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;53-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;172.30.20.243
257668;Cliente_39;06/03/2018 10:53;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;53-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;172.30.20.243
257673;Cliente_39;06/03/2018 10:53;54-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12||Ems=00000Cliente_39|Rec=00000Cliente_39|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000078|Qtd=150000|DtE=07/03/2018|Bas=5059|Prz=Z009|Mod=Z02|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257676;Cliente_39;06/03/2018 10:53;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;54-0210050344-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;unknow
257675;Cliente_39;06/03/2018 10:53;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;54-0210050344-S-Venda Produtos 210050344 foi gravado(a);ENVIAR PEDIDO;900;unknow
257674;Cliente_39;06/03/2018 10:53;54-INCLUSAO-Fim chamada Ws-client -> Process Server - 3.831 (ms) de duração;ABC;;;Tip=null|Num=0210050344|Orig=12||Ems=00000Cliente_39|Rec=00000Cliente_39|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000078|Qtd=150000|DtE=07/03/2018|Bas=5059|Prz=Z009|Mod=Z02|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257677;Cliente_39;06/03/2018 10:53;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;54-0210050344-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;unknow
257678;Cliente_39;06/03/2018 10:53;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;54-0210050344-A-Verificação dinâmica de crédito: limite de crédito foi excedido 434.264,23 BRL;ENVIAR PEDIDO;900;unknow
257679;Cliente_39;06/03/2018 10:53;Envio de Email do SCP;ABC;;;Notificação da OV '0210050344' foi enviada para o email 'XXXXXXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;unknow
257680;Cliente_39;06/03/2018 10:54;55-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12||Ems=00000Cliente_39|Rec=00000Cliente_39|DtE=07/03/2018|TOV=Z70S|Its=1#Pos=10#Prd=000000000001000209|Qtd=15000|DtE=07/03/2018|Bas=5059|Prz=Y001|Mod=Z02|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257681;Cliente_39;06/03/2018 10:54;55-INCLUSAO-Fim chamada Ws-client -> Process Server - 2.539 (ms) de duração;ABC;;;Tip=null|Num=0210050345|Orig=12||Ems=00000Cliente_39|Rec=00000Cliente_39|DtE=07/03/2018|TOV=Z70S|Its=1#Pos=10#Prd=000000000001000209|Qtd=15000|DtE=07/03/2018|Bas=5059|Prz=Y001|Mod=Z02|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257682;Cliente_39;06/03/2018 10:54;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;55-0210050345-S-Vd.Pgto.Antecipado 210050345 foi gravado(a);ENVIAR PEDIDO;900;172.30.20.243
257683;Cliente_39;06/03/2018 10:54;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;55-0210050345-A-Modificação da data fat.: data de faturamento será redeterminada;ENVIAR PEDIDO;900;172.30.20.243
257684;Cliente_39;06/03/2018 10:54;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;55-0210050345-A-Frete será determinado novamente;ENVIAR PEDIDO;900;172.30.20.243
257685;Cliente_39;06/03/2018 10:54;Envio de Email do SCP;ABC;;;Notificação da OV '0210050345' foi enviada para o email 'XXXXXXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;172.30.20.243
257686;Cliente_18;06/03/2018 11:10;Não foi possível precificar o produto.;ABC;;;[Cliente_18|Cliente_18|Z700|2018-03-07|1001114|1.000||CIF|5266|-|Emissor da ordem Cliente_18 não foi criado para área de vendas 2001 10 07];PRECIFICAR;900;0:0:0:0:0:0:0:1
257687;Cliente_18;06/03/2018 11:10;Não foi possível precificar o produto.;ABC;;;[Cliente_18|Cliente_18|Z700|2018-03-07|1001114|1.000||CIF|5266|-|Quantidade do resultado da precificação igual à 0 (ZERO).];PRECIFICAR;900;0:0:0:0:0:0:0:1
257689;Cliente_18;06/03/2018 11:11;Não foi possível precificar o produto.;ABC;;;[Cliente_18|Cliente_18|Z700|2018-03-07|1001114|10||CIF|5266|-|Quantidade do resultado da precificação igual à 0 (ZERO).];PRECIFICAR;900;0:0:0:0:0:0:0:1
257688;Cliente_18;06/03/2018 11:11;Não foi possível precificar o produto.;ABC;;;[Cliente_18|Cliente_18|Z700|2018-03-07|1001114|10||CIF|5266|-|Emissor da ordem Cliente_18 não foi criado para área de vendas 2001 10 07];PRECIFICAR;900;0:0:0:0:0:0:0:1
257691;Cliente_37;06/03/2018 11:19;Atenção! Ordem de venda semelhante encontrada.;ABC;;;Ems=Cliente_37|Rec=Cliente_37|OVs=0210050330, 0210050329;ENVIAR PEDIDO;800;0:0:0:0:0:0:0:1
257692;Cliente_37;06/03/2018 11:19;7-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12|ConfirmadaOVsemelhante|Ems=00000Cliente_37|Rec=00000Cliente_37|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000088|Qtd=300|DtE=07/03/2018|Bas=5096|Prz=Z002|Mod=Z10|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257696;Cliente_37;06/03/2018 11:19;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;7-0210050346-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;0:0:0:0:0:0:0:1
257695;Cliente_37;06/03/2018 11:19;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;7-0210050346-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;0:0:0:0:0:0:0:1
257694;Cliente_37;06/03/2018 11:19;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;7-0210050346-S-Venda Produtos 210050346 foi gravado(a);ENVIAR PEDIDO;900;0:0:0:0:0:0:0:1
257693;Cliente_37;06/03/2018 11:19;7-INCLUSAO-Fim chamada Ws-client -> Process Server - 4.178 (ms) de duração;ABC;;;Tip=null|Num=0210050346|Orig=12|ConfirmadaOVsemelhante|Ems=00000Cliente_37|Rec=00000Cliente_37|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000088|Qtd=300|DtE=07/03/2018|Bas=5096|Prz=Z002|Mod=Z10|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257697;Cliente_37;06/03/2018 11:19;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;7-0210050346-A-Verificação dinâmica de crédito: limite de crédito foi excedido 439.647,85 BRL;ENVIAR PEDIDO;900;0:0:0:0:0:0:0:1
257699;Cliente_37;06/03/2018 11:19;Envio de Email do SCP;ABC;;;Notificação da OV '0210050346' foi enviada para o email 'XXXXXXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;0:0:0:0:0:0:0:1
257698;Cliente_37;06/03/2018 11:19;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;7-0210050346-A-Item 10 - 01.000.088 - XXXXXX;ENVIAR PEDIDO;900;0:0:0:0:0:0:0:1
257700;Cliente_37;06/03/2018 11:19;8-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12||Ems=00000Cliente_37|Rec=00000Cliente_37|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000088|Qtd=300|DtE=07/03/2018|Bas=5096|Prz=Z002|Mod=Z10|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257702;Cliente_37;06/03/2018 11:19;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;8-0210050347-S-Venda Produtos 210050347 foi gravado(a);ENVIAR PEDIDO;900;0:0:0:0:0:0:0:1
257703;Cliente_37;06/03/2018 11:19;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;8-0210050347-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;0:0:0:0:0:0:0:1
257701;Cliente_37;06/03/2018 11:19;8-INCLUSAO-Fim chamada Ws-client -> Process Server - 3.460 (ms) de duração;ABC;;;Tip=null|Num=0210050347|Orig=12||Ems=00000Cliente_37|Rec=00000Cliente_37|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000088|Qtd=300|DtE=07/03/2018|Bas=5096|Prz=Z002|Mod=Z10|Ctr=null|Amo=|B2B=/#;ENVIAR PEDIDO;800;unknow
257704;Cliente_37;06/03/2018 11:19;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;8-0210050347-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;0:0:0:0:0:0:0:1
257707;Cliente_37;06/03/2018 11:19;Envio de Email do SCP;ABC;;;Notificação da OV '0210050347' foi enviada para o email 'XXXXXXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;0:0:0:0:0:0:0:1
257705;Cliente_37;06/03/2018 11:19;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;8-0210050347-A-Verificação dinâmica de crédito: limite de crédito foi excedido 439.647,85 BRL;ENVIAR PEDIDO;900;0:0:0:0:0:0:0:1
257706;Cliente_37;06/03/2018 11:19;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;8-0210050347-A-Item 10 - 01.000.088 - XXXXXX;ENVIAR PEDIDO;900;0:0:0:0:0:0:0:1
257708;Cliente_18;06/03/2018 11:34;Pesquisa de produtos disponíveis;ABC;;;Cliente_18|1404|Prezado XXXXXX, não há produtos disponíveis na lista de inclusão. ;MONTAR TELA PEDIDOS;900;172.30.20.243
257709;Cliente_18;06/03/2018 11:36;56-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12||Ems=00000Cliente_18|Rec=00000Cliente_18|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000209|Qtd=50000|DtE=07/03/2018|Bas=5372|Prz=Z037|Mod=Z02|Ctr=null|Amo=|B2B=1025/2#;ENVIAR PEDIDO;800;unknow
257712;Cliente_18;06/03/2018 11:36;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;56-0210050348-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;172.30.20.243
257711;Cliente_18;06/03/2018 11:36;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;56-0210050348-S-Venda Produtos 210050348 foi gravado(a);ENVIAR PEDIDO;900;172.30.20.243
257710;Cliente_18;06/03/2018 11:36;56-INCLUSAO-Fim chamada Ws-client -> Process Server - 3.860 (ms) de duração;ABC;;;Tip=null|Num=0210050348|Orig=12||Ems=00000Cliente_18|Rec=00000Cliente_18|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000209|Qtd=50000|DtE=07/03/2018|Bas=5372|Prz=Z037|Mod=Z02|Ctr=null|Amo=|B2B=1025/2#;ENVIAR PEDIDO;800;unknow
257713;Cliente_18;06/03/2018 11:36;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;56-0210050348-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;172.30.20.243
257716;Cliente_18;06/03/2018 11:36;Envio de Email do SCP;ABC;;;Notificação da OV '0210050348' foi enviada para o email 'XXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;172.30.20.243
257715;Cliente_18;06/03/2018 11:36;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;56-0210050348-A-Não Existe Cordenador fiscal na Regiao SC Favor cadastrar na YS_EMAIL_CORD_FISCAL;ENVIAR PEDIDO;900;172.30.20.243
257714;Cliente_18;06/03/2018 11:36;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;56-0210050348-A-Não Existe Inscrição Estadual no Estado Destino;ENVIAR PEDIDO;900;172.30.20.243
257718;Cliente_18;06/03/2018 11:37;Atenção! Ordem de venda semelhante encontrada.;ABC;;;Ems=Cliente_18|Rec=Cliente_18|OVs=0210050348;ENVIAR PEDIDO;800;unknow
257719;Cliente_18;06/03/2018 11:37;58-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12||Ems=00000Cliente_18|Rec=00000Cliente_18|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000209|Qtd=50000|DtE=07/03/2018|Bas=5372|Prz=Z037|Mod=Z02|Ctr=null|Amo=|B2B=1025/2#;ENVIAR PEDIDO;800;unknow
257721;Cliente_18;06/03/2018 11:37;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;58-0210050349-S-Venda Produtos 210050349 foi gravado(a);ENVIAR PEDIDO;900;unknow
257720;Cliente_18;06/03/2018 11:37;58-INCLUSAO-Fim chamada Ws-client -> Process Server - 3.597 (ms) de duração;ABC;;;Tip=null|Num=0210050349|Orig=12||Ems=00000Cliente_18|Rec=00000Cliente_18|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000209|Qtd=50000|DtE=07/03/2018|Bas=5372|Prz=Z037|Mod=Z02|Ctr=null|Amo=|B2B=1025/2#;ENVIAR PEDIDO;800;unknow
257722;Cliente_18;06/03/2018 11:37;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;58-0210050349-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;unknow
257726;Cliente_18;06/03/2018 11:37;Envio de Email do SCP;ABC;;;Notificação da OV '0210050349' foi enviada para o email 'XXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;unknow
257723;Cliente_18;06/03/2018 11:37;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;58-0210050349-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;unknow
257724;Cliente_18;06/03/2018 11:37;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;58-0210050349-A-Não Existe Inscrição Estadual no Estado Destino;ENVIAR PEDIDO;900;unknow
257725;Cliente_18;06/03/2018 11:37;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;58-0210050349-A-Não Existe Cordenador fiscal na Regiao SC Favor cadastrar na YS_EMAIL_CORD_FISCAL;ENVIAR PEDIDO;900;unknow
257728;Cliente_18;06/03/2018 11:37;Atenção! Ordem de venda semelhante encontrada.;ABC;;;Ems=Cliente_18|Rec=Cliente_18|OVs=0210050348, 0210050349;ENVIAR PEDIDO;800;unknow
257730;Cliente_18;06/03/2018 11:39;Atenção! Ordem de venda semelhante encontrada.;ABC;;;Ems=Cliente_18|Rec=Cliente_18|OVs=0210050348, 0210050349;ENVIAR PEDIDO;800;unknow
257731;Cliente_18;06/03/2018 11:39;61-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12||Ems=00000Cliente_18|Rec=00000Cliente_18|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000209|Qtd=50000|DtE=07/03/2018|Bas=5372|Prz=Z037|Mod=Z02|Ctr=null|Amo=|B2B=1025/2#;ENVIAR PEDIDO;800;unknow
257733;Cliente_18;06/03/2018 11:39;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;61-0210050350-S-Venda Produtos 210050350 foi gravado(a);ENVIAR PEDIDO;900;unknow
257734;Cliente_18;06/03/2018 11:39;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;61-0210050350-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;unknow
257735;Cliente_18;06/03/2018 11:39;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;61-0210050350-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;unknow
257732;Cliente_18;06/03/2018 11:39;61-INCLUSAO-Fim chamada Ws-client -> Process Server - 3.603 (ms) de duração;ABC;;;Tip=null|Num=0210050350|Orig=12||Ems=00000Cliente_18|Rec=00000Cliente_18|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000209|Qtd=50000|DtE=07/03/2018|Bas=5372|Prz=Z037|Mod=Z02|Ctr=null|Amo=|B2B=1025/2#;ENVIAR PEDIDO;800;unknow
257736;Cliente_18;06/03/2018 11:39;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;61-0210050350-A-Não Existe Inscrição Estadual no Estado Destino;ENVIAR PEDIDO;900;unknow
257738;Cliente_18;06/03/2018 11:39;Envio de Email do SCP;ABC;;;Notificação da OV '0210050350' foi enviada para o email 'XXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;unknow
257737;Cliente_18;06/03/2018 11:39;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;61-0210050350-A-Não Existe Cordenador fiscal na Regiao SC Favor cadastrar na YS_EMAIL_CORD_FISCAL;ENVIAR PEDIDO;900;unknow
257740;Cliente_18;06/03/2018 11:40;Atenção! Ordem de venda semelhante encontrada.;ABC;;;Ems=Cliente_18|Rec=Cliente_18|OVs=0210050349, 0210050350, 0210050348;ENVIAR PEDIDO;800;unknow
257741;Cliente_18;06/03/2018 11:40;63-INCLUSAO-Inicio chamada Ws-client -> Process Server;ABC;;;Tip=null|Num=|Orig=12||Ems=00000Cliente_18|Rec=00000Cliente_18|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000209|Qtd=50000|DtE=07/03/2018|Bas=5372|Prz=Z037|Mod=Z02|Ctr=null|Amo=|B2B=1025/2#;ENVIAR PEDIDO;800;unknow
257742;Cliente_18;06/03/2018 11:40;63-INCLUSAO-Fim chamada Ws-client -> Process Server - 3.727 (ms) de duração;ABC;;;Tip=null|Num=0210050351|Orig=12||Ems=00000Cliente_18|Rec=00000Cliente_18|DtE=07/03/2018|TOV=Z700|Its=1#Pos=10#Prd=000000000001000209|Qtd=50000|DtE=07/03/2018|Bas=5372|Prz=Z037|Mod=Z02|Ctr=null|Amo=|B2B=1025/2#;ENVIAR PEDIDO;800;unknow
257743;Cliente_18;06/03/2018 11:40;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;63-0210050351-S-Venda Produtos 210050351 foi gravado(a);ENVIAR PEDIDO;900;unknow
257744;Cliente_18;06/03/2018 11:40;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;63-0210050351-S-VBAPKOM processado com êxito;ENVIAR PEDIDO;900;unknow
257745;Cliente_18;06/03/2018 11:40;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;63-0210050351-S-VBAKKOM processado com êxito;ENVIAR PEDIDO;900;unknow
257746;Cliente_18;06/03/2018 11:40;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;63-0210050351-A-Não Existe Inscrição Estadual no Estado Destino;ENVIAR PEDIDO;900;unknow
257747;Cliente_18;06/03/2018 11:40;Mensagem enviada pelo serviço que não será traduzida.;ABC;;;63-0210050351-A-Não Existe Cordenador fiscal na Regiao SC Favor cadastrar na YS_EMAIL_CORD_FISCAL;ENVIAR PEDIDO;900;unknow
257748;Cliente_18;06/03/2018 11:40;Envio de Email do SCP;ABC;;;Notificação da OV '0210050351' foi enviada para o email 'XXXXXX, XXXXXXXXXX'.;NOTIFICAR PEDIDO;800;unknow
